,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,correlation_0,correlation_45,correlation_90,correlation_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,contrast_0,contrast_45,contrast_90,contrast_135,ASM_0,ASM_45,ASM_90,ASM_135,energy_0,energy_45,energy_90,energy_135,label
0,4.051755503001639,3.847918841336112,3.5214572458908022,4.243391179540708,0.9628032793481708,0.9668865113662529,0.9708522722899213,0.958366973997375,0.7884306943376571,0.7882810051256316,0.7925589447798818,0.7868752138964136,261.1895774318459,233.1955441022966,204.2947021905993,293.19279097077253,0.5768366679768668,0.5763964332997781,0.5804496183157852,0.5742590786281505,0.759497641850761,0.7592077668858361,0.761872442286624,0.757798837837688,urangaring
